,Title,Year,AltTitleList
10739,"Teratome, teratoide Geschwülste und Mischtumoren des Hodens",1912,"Teratome, teratoide Geschwülste und Mischtumoren des Hodens"
10740,Ein Beitrag zur Kenntnis der Ostitis fibrosa mit ausgedehnter Cystenbildung,1912,Ein Beitrag zur Kenntnis der Ostitis fibrosa mit ausgedehnter Cystenbildung
10741,Die bakteriologische Blutuntersuchung beim Milzbrand des Menschen,1912,Die bakteriologische Blutuntersuchung beim Milzbrand des Menschen
10742,Über Fieber im Tertiärstadium der Syphilis,1912,Über Fieber im Tertiärstadium der Syphilis
10743,Über die spezielle Dermatologie des 'Alī ibn al-'Abbās (Haly Abbas) aus dem 10. Jahrhundert unserer Zeitrechnung,1912,Über die spezielle Dermatologie des 'Alī ibn al-'Abbās (Haly Abbas) aus dem . Jahrhundert unserer Zeitrechnung
10744,Das Vererbungsproblem bei der Syphilis im Lichte moderner Forschung,1912,Das Vererbungsproblem bei der Syphilis im Lichte moderner Forschung
10748,Mikroskopische Untersuchungen über Pemphigus chronicus,1912,Mikroskopische Untersuchungen über Pemphigus chronicus
10749,Untersuchungen von Hypophysen bei Schwangerschaft und nach Kastration,1912,Untersuchungen von Hypophysen bei Schwangerschaft und nach Kastration
10750,Ueber Schilddrüsenerkrankungen in der Schwangerschaft,1912,Ueber Schilddrüsenerkrankungen in der Schwangerschaft
10751,Zur Vorbeugung der Blennorrhoea neonatorum in Stadt und Land,1912,Zur Vorbeugung der Blennorrhoea neonatorum in Stadt und Land
10752,"Blutuntersuchungen bei Schwangeren, Kreissenden und Wöchnerinnen, mit besonderer Berücksichtigung der Aetiologie der Schwangerschaftsniere und Eklampsie",1912,"Blutuntersuchungen bei Schwangeren, Kreissenden und Wöchnerinnen, mit besonderer Berücksichtigung der Aetiologie der Schwangerschaftsniere und Eklampsie"
10753,Experimentelles zur Gefährlichkeit der intra-und extraperitonealen Infektion,1912,Experimentelles zur Gefährlichkeit der intra-und extraperitonealen Infektion
10754,"Ueber Veränderungen des Blutbildes bei der Menstruation, bei Menstruationsanomalien und in der Menopause",1912,"Ueber Veränderungen des Blutbildes bei der Menstruation, bei Menstruationsanomalien und in der Menopause"
10755,Beiträge zur Physiologie und Pathologie der Ovarien,1912,Beiträge zur Physiologie und Pathologie der Ovarien
10756,Ueber Eklampsie und ihre Behandlung auf Grund von 551 Fällen,1912,Ueber Eklampsie und ihre Behandlung auf Grund von  Fällen
10757,Wie können die Dauerresultate der Uteruscarcinomoperationen gebessert werden?,1912,Wie können die Dauerresultate der Uteruscarcinomoperationen gebessert werden?
10758,Secacornin,1912,Secacornin
10759,Untersuchungen zur Morphologie der interstitiellen Eierstocksdrüse des Menschen,1912,Untersuchungen zur Morphologie der interstitiellen Eierstocksdrüse des Menschen
10760,Zur Blennorrhoe-Prophylaxe,1912,Zur Blennorrhoe-Prophylaxe
10761,Ueber den Aderlass bei der Behandlung der Eklampsie,1912,Ueber den Aderlass bei der Behandlung der Eklampsie
10762,Die Ausbreitungswege der Genitaltuberkulose,1912,Die Ausbreitungswege der Genitaltuberkulose
10763,Experimentelle Studien über die ätiologische Bedeutung des Fibrinferments und Fibrinogens für die Schwangerschaftsniere und die Eklampsie,1912,Experimentelle Studien über die ätiologische Bedeutung des Fibrinferments und Fibrinogens für die Schwangerschaftsniere und die Eklampsie
10764,"Ein Fall von spontaner Uterusruptur, zugleich ein Beitrag zur Aetiologie der Uterusruptur",1912,"Ein Fall von spontaner Uterusruptur, zugleich ein Beitrag zur Aetiologie der Uterusruptur"
10765,Zur Kenntnis der Saprämie und Bakteriämie bei fieberhaften Aborten,1912,Zur Kenntnis der Saprämie und Bakteriämie bei fieberhaften Aborten
10766,"Zur Klinik, Therapie und Aetiologie der Eklampsie, nach einer neuen Statistik bearbeitet auf Grund von 400 Fällen",1912,"Zur Klinik, Therapie und Aetiologie der Eklampsie, nach einer neuen Statistik bearbeitet auf Grund von  Fällen"
10767,Ueber die Hämolyse der Streptokokken im Scheidensekret Schwangerer und Wöchnerinnen,1912,Ueber die Hämolyse der Streptokokken im Scheidensekret Schwangerer und Wöchnerinnen
10769,Über Blutuntersuchungen bei Glaukomkranken,1912,Über Blutuntersuchungen bei Glaukomkranken
10770,Besteht beim Menschen ein Abfluss aus dem Glaskörper in den Sehnerven?,1912,Besteht beim Menschen ein Abfluss aus dem Glaskörper in den Sehnerven?
10771,"Ätiologische, experimentelle und therapeutische Beiträge zur Kenntnis der Keratitis interstitialis",1912,"Ätiologische, experimentelle und therapeutische Beiträge zur Kenntnis der Keratitis interstitialis"
10772,Die Nerven der Hornhaut des Menschen,1912,Die Nerven der Hornhaut des Menschen
10773,Beiträge zur Anatomie der erworbenen Linsenluxation und ihrer Folgen,1912,Beiträge zur Anatomie der erworbenen Linsenluxation und ihrer Folgen
10774,Beitrag zu der Frage nach den Veränderungen und Schädigungen des Auges durch Licht,1912,Beitrag zu der Frage nach den Veränderungen und Schädigungen des Auges durch Licht
10775,Weiterer Beitrag zur Anaphylaxie mittels Linseneiweisses,1912,Weiterer Beitrag zur Anaphylaxie mittels Linseneiweisses
10776,Beiträge zur Lehre vom Glaukom,1912,Beiträge zur Lehre vom Glaukom
10777,Über die Durchlässigkeit der Iris für Licht bei der diaskleralen Durchleuchtung im normalen und kataraktösen Auge,1912,Über die Durchlässigkeit der Iris für Licht bei der diaskleralen Durchleuchtung im normalen und kataraktösen Auge
10778,Die Prognose der Keratomalacie,1912,Die Prognose der Keratomalacie
10779,Tuberkulose als Ätiologie der Periphlebitis retinalis adolescentium,1912,Tuberkulose als Ätiologie der Periphlebitis retinalis adolescentium
10780,Pathologisch-anatomische Untersuchung eines Falles von Erblindung nach Arsacetininjektionen,1912,Pathologisch-anatomische Untersuchung eines Falles von Erblindung nach Arsacetininjektionen
10781,Embryontoxon und Arcus corneae juvenilis,1912,Embryontoxon und Arcus corneae juvenilis
10782,Versuche einer Serumreaktion der sympathischen Opthalmie,1912,Versuche einer Serumreaktion der sympathischen Opthalmie
10783,Über Altersveränderungen des menschlichen Auges,1912,Über Altersveränderungen des menschlichen Auges
10784,Beiträge zur Frage der Anaphylaxie durch Linseneiweiss und Eiweiss aus andern Geweben des Auges,1912,Beiträge zur Frage der Anaphylaxie durch Linseneiweiss und Eiweiss aus andern Geweben des Auges
10785,Studien zur sympathischen Ophthalmie,1912,Studien zur sympathischen Ophthalmie
10786,Studien zur sympathischen Ophthalmie,1912,Studien zur sympathischen Ophthalmie
10787,"Das Peritheliom der Netzhautzentralgefässe, ein bislang unbekanntes Krankheitsbild",1912,"Das Peritheliom der Netzhautzentralgefässe, ein bislang unbekanntes Krankheitsbild"
10788,Über Conjunctivitis tuberculosa (Parinaudsche Erkrankung),1912,Über Conjunctivitis tuberculosa (Parinaudsche Erkrankung)
10789,Beitrag zur Kenntnis der retinalen Cystenbildung1) und der Papillitis nach Entzündungen des vorderen Bulbusabschnittes,1912,Beitrag zur Kenntnis der retinalen Cystenbildung) und der Papillitis nach Entzündungen des vorderen Bulbusabschnittes
10790,Über cystenartige nach Staphylomabtragung entstandene Gebilde der Conjunctiva,1912,Über cystenartige nach Staphylomabtragung entstandene Gebilde der Conjunctiva
10791,Über angeborenen Totalstar und Netzhautanomalien,1912,Über angeborenen Totalstar und Netzhautanomalien
10792,Über die einleitenden Vorgänge bei der ersten Entstehung der Nervenfasern im Nervus opticus,1912,Über die einleitenden Vorgänge bei der ersten Entstehung der Nervenfasern im Nervus opticus
10793,Auf welche Weise lassen sich brauchbare fronto-occipitale Röntgenaufnahmen des unteren Abschnittes der Augenhöhle gewinnen?,1912,Auf welche Weise lassen sich brauchbare fronto-occipitale Röntgenaufnahmen des unteren Abschnittes der Augenhöhle gewinnen?
10794,Über Glaskörperersatz. II. Teil,1912,Über Glaskörperersatz. II. Teil
10795,Über Glaskörperersatz. I. Teil,1912,Über Glaskörperersatz. I. Teil
10796,Die antigene Wirkung der Hornhautsubstanz,1912,Die antigene Wirkung der Hornhautsubstanz
10797,Untersuchungen über Einheilung (Latenz) von Bakterien im verletzten Auge,1912,Untersuchungen über Einheilung (Latenz) von Bakterien im verletzten Auge
10798,Beiträge zur Vitalfärbung,1912,Beiträge zur Vitalfärbung
10799,Über das Verhalten der Stoffe der Digitalingruppe gegen Fermente (Enzyme),1912,Über das Verhalten der Stoffe der Digitalingruppe gegen Fermente (Enzyme)
10800,Anaphylaxiestudien,1912,Anaphylaxiestudien
10801,Über die Morphologie der Zungenwurzel und die Entwickelung des Adenoiden Gewebes der Tonsillen und der Zungenbälge beim Menschen und bei einigen Tieren,1912,Über die Morphologie der Zungenwurzel und die Entwickelung des Adenoiden Gewebes der Tonsillen und der Zungenbälge beim Menschen und bei einigen Tieren
10802,Über die Entstehung der Urogenitalverbindung,1912,Über die Entstehung der Urogenitalverbindung
10803,Klinische Beiträge zur Kenntnis der Hirnaneurysmen,1912,Klinische Beiträge zur Kenntnis der Hirnaneurysmen
10804,"Weitere Untersuchungen über die seuchenhafte Gehirn-Rückenmarksentzündung (Bornasche Krankheit) des Pferdes, mit besonderer Berücksichtigung des Infektionsweges und der Kerneinschlüsse",1912,"Weitere Untersuchungen über die seuchenhafte Gehirn-Rückenmarksentzündung (Bornasche Krankheit) des Pferdes, mit besonderer Berücksichtigung des Infektionsweges und der Kerneinschlüsse"
10806,A further note on anti-coagulants,1912,A further note on anti-coagulants
10807,Anti-coagulants in blood and serum,1912,Anti-coagulants in blood and serum
10809,The national Insurance Act and State medicine,1912,The national Insurance Act and State medicine
10810,"Non-notifiable infectious diseases as a cause of mortality in childhood, with suggestions for their control",1912,"Non-notifiable infectious diseases as a cause of mortality in childhood, with suggestions for their control"
10811,A note on the causation of insanity in Ireland,1912,A note on the causation of insanity in Ireland
10812,The proposed sterilisation of the mentally unfit,1912,The proposed sterilisation of the mentally unfit
10814,"Pathological report of the Rotunda Hospital for one year ending 31st october, 1911",1911,"Pathological report of the Rotunda Hospital for one year ending st october, "
10816,Vaccines in the treatment of puerperal sepsis,1912,Vaccines in the treatment of puerperal sepsis
10817,Notes on a case of specific vaginitis,1912,Notes on a case of specific vaginitis
10818,"Clinical report of the Rotunda Hospital for one year, november 7th, 1910, to october 31st, 1911",1910,"Clinical report of the Rotunda Hospital for one year, november th, , to october st, "
10819,Cause and treatment of procidentia uteri as it occurs in the parous woman,1912,Cause and treatment of procidentia uteri as it occurs in the parous woman
10820,"Prolapse and pregnancy, with a note on vaginal suspension",1912,"Prolapse and pregnancy, with a note on vaginal suspension"
10821,A case in which a papyraceous fœtus was expelled before a living twin,1912,A case in which a papyraceous fœtus was expelled before a living twin
10822,A case of myoma undergoing sarcomatous degeneration,1912,A case of myoma undergoing sarcomatous degeneration
10823,Observations on four successful cases on Cæsarean section,1912,Observations on four successful cases on Cæsarean section
10824,Recent legislation in its bearing on infant life,1912,Recent legislation in its bearing on infant life
10826,Spina bifida,1912,Spina bifida
10827,"Gastro-jejunal ulcer, with report of a case",1912,"Gastro-jejunal ulcer, with report of a case"
10828,Lorenz’ method in the treatment of congenital dislocation of the hip joint,1912,Lorenz’ method in the treatment of congenital dislocation of the hip joint
10829,"The treatment of congenital dislocation of the hip, with notes on six cases",1912,"The treatment of congenital dislocation of the hip, with notes on six cases"
10830,Treatment of surgical tuberculosis by “Dioradin”,1912,Treatment of surgical tuberculosis by “Dioradin”
10831,Volvulus of the spermatic cord,1912,Volvulus of the spermatic cord
10832,Case of veno-venostomy for the relief of ascites,1912,Case of veno-venostomy for the relief of ascites
10833,The use of spinal anæsthesia in prostatectomy,1912,The use of spinal anæsthesia in prostatectomy
10834,Fatal result following injection of “606”,1912,Fatal result following injection of “”
10836,Remote effects of syphilis,1912,Remote effects of syphilis
10837,On a case of meningitis due toBacillus typhosus,1912,On a case of meningitis due toBacillus typhosus
10838,Notes of two cases,1912,Notes of two cases
10839,Muscular dystrophy,1912,Muscular dystrophy
10840,The X-ray diagnosis of aneurysm of the thoracic arta,1912,The X-ray diagnosis of aneurysm of the thoracic arta
10841,A case of cerebellar tumour,1912,A case of cerebellar tumour
10842,The clinical estimation of blood-pressure,1912,The clinical estimation of blood-pressure
10843,Insanity in relation to some other circumstances of life in Ireland,1912,Insanity in relation to some other circumstances of life in Ireland
10844,A case of traumatic pancreatic pseudocyst,1912,A case of traumatic pancreatic pseudocyst
10845,Notes on a case of splenomegaly,1912,Notes on a case of splenomegaly
10846,A case of relapsing fever due to rat-bite,1912,A case of relapsing fever due to rat-bite
10847,A triad of clinical records,1912,A triad of clinical records
10848,Über Hodgkinsche Krankheit in ihren Beziehungen zur Tuberkulose; kasuistischer Beitrag,1912,Über Hodgkinsche Krankheit in ihren Beziehungen zur Tuberkulose; kasuistischer Beitrag
10849,Krankheiten und Beschädigungen des Tabaks,1912,Krankheiten und Beschädigungen des Tabaks
10850,Bericht über die Tätigkeit der Kaiserl. Biologischen Anstalt für Land- und Forstwirtschaft im jahre 1911 : Siebenter Jahresbericht,1911,Bericht über die Tätigkeit der Kaiserl. Biologischen Anstalt für Land- und Forstwirtschaft im jahre  : Siebenter Jahresbericht
10851,Ueber seltene Kombinationen von Carcinomen an den weiblichen Sexualorganen,1912,Ueber seltene Kombinationen von Carcinomen an den weiblichen Sexualorganen
10852,Zur Frage des Adams-Stoker’schen Symptomencomplexes,1912,Zur Frage des Adams-Stoker’schen Symptomencomplexes
10853,Ueber ein neues Sphygmograph,1912,Ueber ein neues Sphygmograph
10854,Ueber chorionepitheliomartige Gebilde im Ovarium des Meerschweinchens und über ihre wahrscheinliche Entstehung aus parthenogenetisch sich entwickelnden Eiern,1912,Ueber chorionepitheliomartige Gebilde im Ovarium des Meerschweinchens und über ihre wahrscheinliche Entstehung aus parthenogenetisch sich entwickelnden Eiern
10855,Die Quellung des Zements,1912,Die Quellung des Zements
10856,Untersuchungen über die Wirkung des Adrenalins auf den respiratorischen Stoffwechsel,1912,Untersuchungen über die Wirkung des Adrenalins auf den respiratorischen Stoffwechsel
10857,Die kolloiden Eigenschaften der natürlichen Seide,1912,Die kolloiden Eigenschaften der natürlichen Seide
10858,Über verschiedene Encephalitis- und Myelitisformen hei an Staupe erkrankten Hunden,1912,Über verschiedene Encephalitis- und Myelitisformen hei an Staupe erkrankten Hunden
10859,Funktionsstörungen des Blut- und Lymphgefäßsystems der Haut als Folge des Scharlachexanthems. Beziehungen derselben zur Scharlach-Nephritis und -Hautwassersucht,1912,Funktionsstörungen des Blut- und Lymphgefäßsystems der Haut als Folge des Scharlachexanthems. Beziehungen derselben zur Scharlach-Nephritis und -Hautwassersucht
10860,Zur anaphylaktischen Analyse der Serumkrankheit,1912,Zur anaphylaktischen Analyse der Serumkrankheit
10861,Die Konkurrenz der Antigene in Klinik und Experiment,1912,Die Konkurrenz der Antigene in Klinik und Experiment
10863,Alfred Schlomann: Diccionario Técnico Ilustrado en seis lenguas:.../ Siderurgia,1911,Alfred Schlomann: Diccionario Técnico Ilustrado en seis lenguas:.../ Siderurgia
10864,Alfred Schlomann: Dictionnaire illustrés des termes techniques en six langues/ Sidérurgie,1911,Alfred Schlomann: Dictionnaire illustrés des termes techniques en six langues/ Sidérurgie
10865,Alfred Schlomann: Illustrated Technical Dictionary/ Metallurgy of iron,1911,Alfred Schlomann: Illustrated Technical Dictionary/ Metallurgy of iron
10866,Allgemeines Gartenbuch / 1. Ziergarten und Topfblumen,1911,Allgemeines Gartenbuch / . Ziergarten und Topfblumen
10867,Allgemeines Gartenbuch / 2. Gemüsebau und Obstbau,1911,Allgemeines Gartenbuch / . Gemüsebau und Obstbau
10868,Allgemeines Gartenbuch,1911,Allgemeines Gartenbuch
10869,Alpha und Beta,1911,Alpha und Beta
10870,"Anlage, Ausbau und Einrichtungen von Färberei-, Bleicherei- und Appretur-Betrieben",1911,"Anlage, Ausbau und Einrichtungen von Färberei-, Bleicherei- und Appretur-Betrieben"
10871,"Anlage, Ausbau und Einrichtungen von Färberei-, Bleicherei- und Appretur-Betrieben",1911,"Anlage, Ausbau und Einrichtungen von Färberei-, Bleicherei- und Appretur-Betrieben"
10872,Anleitung zur qualitativen Appretur- und Schlichte-Analyse,1911,Anleitung zur qualitativen Appretur- und Schlichte-Analyse
10873,Arzneipflanzenkultur und Kräuterhandel,1911,Arzneipflanzenkultur und Kräuterhandel
10875,Bau und Betrieb der Dampfkessel,1911,Bau und Betrieb der Dampfkessel
10876,Beiträge zur Behandlung der elektromagnetischen Lichttheorie und der Lehre von den elektrischen Schwingungen,1911,Beiträge zur Behandlung der elektromagnetischen Lichttheorie und der Lehre von den elektrischen Schwingungen
10877,Beiträge zur Behandlung der elektromagnetischen Lichttheorie und der Lehre von den elektrischen Schwingungen,1911,Beiträge zur Behandlung der elektromagnetischen Lichttheorie und der Lehre von den elektrischen Schwingungen
10878,Beiträge zur Lehre von der sog. „Weilschen Krankheit“,1911,Beiträge zur Lehre von der sog. „Weilschen Krankheit“
10879,Beiträge zur Lehre von der sog. „Weilschen Krankheit“,1911,Beiträge zur Lehre von der sog. „Weilschen Krankheit“
10880,Beiträge zur Pathologie und Therapie der Syphilis,1911,Beiträge zur Pathologie und Therapie der Syphilis
10882,Bericht über die XI. Hauptversammlung des Deutschen Forstvereins,1911,Bericht über die XI. Hauptversammlung des Deutschen Forstvereins
10883,"Bericht/ Kongress für Heizung und Lüftung/ 12. bis 14. Juni 1911, Dresden",1911,"Bericht/ Kongress für Heizung und Lüftung/ . bis . Juni , Dresden"
10884,Bernhard Antiqua und Kursiv,1911,Bernhard Antiqua und Kursiv
10885,Biochemisches Handlexikon,1911,Biochemisches Handlexikon
10886,Bodenkunde,1911,Bodenkunde
10887,Chloratsprengstoffe,1911,Chloratsprengstoffe
10888,Das englische Eisenbahnwesen,1911,Das englische Eisenbahnwesen
10889,Das Kreisdiagramm der Induktionsmotoren,1911,Das Kreisdiagramm der Induktionsmotoren
10890,Das Kreisdiagramm der Induktionsmotoren,1911,Das Kreisdiagramm der Induktionsmotoren
10891,Der Harn sowie die übrigen Ausscheidungen und Körperflüssigkeiten von Mensch und Tier ihre Untersuchung und Zusammensetzung in Normalem und Pathologischem Zustande,1911,Der Harn sowie die übrigen Ausscheidungen und Körperflüssigkeiten von Mensch und Tier ihre Untersuchung und Zusammensetzung in Normalem und Pathologischem Zustande
10892,Der Indikator und seine Hilfseinrichtungen,1911,Der Indikator und seine Hilfseinrichtungen
10893,Der landwirtschaftliche Kredit und seine durchgreifende Verbesserung,1911,Der landwirtschaftliche Kredit und seine durchgreifende Verbesserung
10894,Der Maschinenflug,1911,Der Maschinenflug
10895,Der projektierte Flug des Luftschiffs “SUCHARD” über den Atlantischen Ozean,1911,Der projektierte Flug des Luftschiffs “SUCHARD” über den Atlantischen Ozean
10896,Der sparsame Gasverbraucher,1911,Der sparsame Gasverbraucher
10897,Der Untergang des Dampfers “Emil Berenz” im Zusammenhang mit den gesetzlichen Bestimmungen über die Vermessung der Seeschiffe,1911,Der Untergang des Dampfers “Emil Berenz” im Zusammenhang mit den gesetzlichen Bestimmungen über die Vermessung der Seeschiffe
10898,Der vestibuläre Nystagmus und seine Bedeutung für die neurologische und psychiatrische Diagnostik,1911,Der vestibuläre Nystagmus und seine Bedeutung für die neurologische und psychiatrische Diagnostik
10899,Der vestibuläre Nystagmus und seine Bedeutung für die neurologische und psychiatrische Diagnostik,1911,Der vestibuläre Nystagmus und seine Bedeutung für die neurologische und psychiatrische Diagnostik
10900,Der Weltäther,1911,Der Weltäther
10901,Deutsche Laufschrift,1911,Deutsche Laufschrift
10902,Diätetik innerer Erkrankungen,1911,Diätetik innerer Erkrankungen
10903,Diätetik innerer Erkrankungen,1911,Diätetik innerer Erkrankungen
10904,Die Abgabe und Verwendung des Leuchtgases,1911,Die Abgabe und Verwendung des Leuchtgases
10905,Die akute Poliomyelitis bzw. Heine-Medinsche Krankheit,1911,Die akute Poliomyelitis bzw. Heine-Medinsche Krankheit
10906,Die akute Poliomyelitis bzw. Heine-Medinsche Krankheit,1911,Die akute Poliomyelitis bzw. Heine-Medinsche Krankheit
10907,Die Analyse der Milch und Milcherzeugnisse,1911,Die Analyse der Milch und Milcherzeugnisse
10908,Die bedeutendsten Mörtelbildner in Deutschland,1911,Die bedeutendsten Mörtelbildner in Deutschland
10909,Die belgischen Kleinbahnen,1911,Die belgischen Kleinbahnen
10910,Die Berechnung der Scheibenkolben. Der Einfluß von Löchern oder Schlitzen in der neutralen Schicht gebogener Balken auf ihre Tragfähigkeit,1911,Die Berechnung der Scheibenkolben. Der Einfluß von Löchern oder Schlitzen in der neutralen Schicht gebogener Balken auf ihre Tragfähigkeit
10911,Die Berechnung der Scheibenkolben. Der Einfluß von Löchern oder Schlitzen in der neutralen Schicht gebogener Balken auf ihre Tragfähigkeit,1911,Die Berechnung der Scheibenkolben. Der Einfluß von Löchern oder Schlitzen in der neutralen Schicht gebogener Balken auf ihre Tragfähigkeit
10912,Die Dampfturbine als Schiffsmotor,1911,Die Dampfturbine als Schiffsmotor
10913,Die Diskontierung von Buchforderungen in Österreich und Deutschland unter besonderer Berücksichtigung der Diskontierungs-Genossenschaften,1911,Die Diskontierung von Buchforderungen in Österreich und Deutschland unter besonderer Berücksichtigung der Diskontierungs-Genossenschaften
10914,Die finanzielle Überwachung der Gaswerksunternehmen,1911,Die finanzielle Überwachung der Gaswerksunternehmen
10915,Die Fortschritte des Beleuchtungswesens und der Gasindustrie im Jahre 1910,1910,Die Fortschritte des Beleuchtungswesens und der Gasindustrie im Jahre 
10916,Die Gasturbine,1911,Die Gasturbine
10917,Die Gemischbildungen der Gasmaschinen,1911,Die Gemischbildungen der Gasmaschinen
10918,Die Gesamtorganisation der Berlin-Anhaltischen Maschinenbau-A.-G.,1911,Die Gesamtorganisation der Berlin-Anhaltischen Maschinenbau-A.-G.
10919,Die Gesamtorganisation der Berlin-Anhaltischen Maschinenbau-A.-G.,1911,Die Gesamtorganisation der Berlin-Anhaltischen Maschinenbau-A.-G.
10920,Die Gonorrhöe des Mannes,1911,Die Gonorrhöe des Mannes
10921,Die Gonorrhöe des Mannes,1911,Die Gonorrhöe des Mannes
10922,Die Grundlagen der Zahnradbearbeitung,1911,Die Grundlagen der Zahnradbearbeitung
10923,Die Grundlagen der Zahnradbearbeitung,1911,Die Grundlagen der Zahnradbearbeitung
10924,Die Harnsteine,1911,Die Harnsteine
10925,Die Leuchtgaserzeugung und die Moderne Gasbeleuchtung (Pressgasbeleuchtung Usw.),1911,Die Leuchtgaserzeugung und die Moderne Gasbeleuchtung (Pressgasbeleuchtung Usw.)
10926,Die Luftschiffahrt nach ihrer geschichtlichen und gegenwärtigen Entwicklung,1911,Die Luftschiffahrt nach ihrer geschichtlichen und gegenwärtigen Entwicklung
10927,Die Neuralgien der täglichen Praxis,1911,Die Neuralgien der täglichen Praxis
10928,Die Neuralgien der täglichen Praxis,1911,Die Neuralgien der täglichen Praxis
10929,Die offizinellen ätherischen Öle und Balsame,1911,Die offizinellen ätherischen Öle und Balsame
10930,"Die Pflege von Mund und Zähnen, ein wichtiger Teil der Gesundheitspflege",1911,"Die Pflege von Mund und Zähnen, ein wichtiger Teil der Gesundheitspflege"
10931,Die Praxis der Zahnextraktion einfchließlich der örtlichen Schmerzbetäubung,1911,Die Praxis der Zahnextraktion einfchließlich der örtlichen Schmerzbetäubung
10932,Die Registrierung des Herzschalles,1911,Die Registrierung des Herzschalles
10933,Die stereoskopische Meßmethode in der Praxis,1911,Die stereoskopische Meßmethode in der Praxis
10935,Die Therapie der Syphilis,1911,Die Therapie der Syphilis
10936,Die Therapie der Syphilis,1911,Die Therapie der Syphilis
10937,Die Varnhagen von Ensesche Sammlung in der Königlichen Bibliothek zu Berlin,1911,Die Varnhagen von Ensesche Sammlung in der Königlichen Bibliothek zu Berlin
10938,Die wirtschaftliche Bedeutung der deutschen Gaswerke,1911,Die wirtschaftliche Bedeutung der deutschen Gaswerke
10939,Dittmer; Lieckfeld; Romberg: Motoren und Winden für die See- und Küstenfischerei/ Dittmer; Lieckfeld; Romberg: Motoren und Winden für die See- und Küstenfischerei. Teil 1,1911,Dittmer; Lieckfeld; Romberg: Motoren und Winden für die See- und Küstenfischerei/ Dittmer; Lieckfeld; Romberg: Motoren und Winden für die See- und Küstenfischerei. Teil 
10940,Dittmer; Lieckfeld; Romberg: Motoren und Winden für die See- und Küstenfischerei/ Dittmer; Lieckfeld; Romberg: Motoren und Winden für die See- und Küstenfischerei. Teil 2,1911,Dittmer; Lieckfeld; Romberg: Motoren und Winden für die See- und Küstenfischerei/ Dittmer; Lieckfeld; Romberg: Motoren und Winden für die See- und Küstenfischerei. Teil 
10941,Efficient Safety Method Kit for User-driven Customization,1911,Efficient Safety Method Kit for User-driven Customization
10942,Ein Beitrag zu den syphilitischen Erkrankungen des Herzens und der Aorta unter besonderer Berücksichtigung der Ergebnisse der Wassermannschen Reaktion,1911,Ein Beitrag zu den syphilitischen Erkrankungen des Herzens und der Aorta unter besonderer Berücksichtigung der Ergebnisse der Wassermannschen Reaktion
10943,Ein rechtskräftiges Urteil über Amerikanische Luftheizung,1911,Ein rechtskräftiges Urteil über Amerikanische Luftheizung
10944,Einfluss von Heizkörperverkleidungen auf die Wärmeabgabe von Radiatoren,1911,Einfluss von Heizkörperverkleidungen auf die Wärmeabgabe von Radiatoren
10945,Einfluss von Heizkörperverkleidungen auf die Wärmeabgabe von Radiatoren,1911,Einfluss von Heizkörperverkleidungen auf die Wärmeabgabe von Radiatoren
10946,Einführung in die energetische Baustatik,1911,Einführung in die energetische Baustatik
10948,Entwicklung und gegenwärtiger Stand der Kokereiindustrie Niederschlesiens,1911,Entwicklung und gegenwärtiger Stand der Kokereiindustrie Niederschlesiens
10952,Experimentelle und kritische Beiträge zur Neubearbeitung der Vereinbarungen zur einheitlichen Untersuchung und Beurteilung von Nahrungs- und Genußmitteln sowie Gebrauchsgegenständen für das Deutsche Reich,1911,Experimentelle und kritische Beiträge zur Neubearbeitung der Vereinbarungen zur einheitlichen Untersuchung und Beurteilung von Nahrungs- und Genußmitteln sowie Gebrauchsgegenständen für das Deutsche Reich
10953,F. Bendemann: Luftschrauben-Untersuchungen der Geschäftsstelle für.../ 1911,1911,F. Bendemann: Luftschrauben-Untersuchungen der Geschäftsstelle für.../ 
10954,"Fette, Wachse, Phosphatide, Protagon, Cerebroside, Sterine, Gallensäuren",1911,"Fette, Wachse, Phosphatide, Protagon, Cerebroside, Sterine, Gallensäuren"
10955,Financial Statement Fraud Casebook,1911,Financial Statement Fraud Casebook
10956,Flinsch-Fraktur,1911,Flinsch-Fraktur
10957,Flinsch's Punkt-Schmuck,1911,Flinsch's Punkt-Schmuck
10958,Forstästhetik,1911,Forstästhetik
10959,Fruchtwechsel in der Forstwirtschaft,1911,Fruchtwechsel in der Forstwirtschaft
10960,Fruchtwechsel in der Forstwirtschaft,1911,Fruchtwechsel in der Forstwirtschaft
10961,"Gedenkblätter und Programm zur Feier des fünfzigjährigen Bestehens der Firma Meissner &amp; Buch, Leipzig",1911,"Gedenkblätter und Programm zur Feier des fünfzigjährigen Bestehens der Firma Meissner &amp; Buch, Leipzig"
10962,Gesetzmäßigkeiten in der Statik des Vierendeel-Trägers,1911,Gesetzmäßigkeiten in der Statik des Vierendeel-Trägers
10963,Grundzüge des Eisenhüttenwesens,1911,Grundzüge des Eisenhüttenwesens
10964,Hebemaschinen,1911,Hebemaschinen
10965,Hundertfünfundzwanzigjährigen Bestehens der Firma,1911,Hundertfünfundzwanzigjährigen Bestehens der Firma
10966,Jahrbuch der Motorluftschiff-Studiengesellschaft,1911,Jahrbuch der Motorluftschiff-Studiengesellschaft
